path,pathmsk
data/tb5_009_119_2_16777217-128x128x64.nii.gz,data/tb5_009_119_2_16777217-128x128x64-msk.nii.gz
data/tb5_051_3709_1_16777217-128x128x64.nii.gz,data/tb5_051_3709_1_16777217-128x128x64-msk.nii.gz
data/tb1_069_5902_1_16777217-128x128x64.nii.gz,data/tb1_069_5902_1_16777217-128x128x64-msk.nii.gz
data/tb5_046_3273_2_16777217-128x128x64.nii.gz,data/tb5_046_3273_2_16777217-128x128x64-msk.nii.gz
data/tb5_038_2884_1_16777217-128x128x64.nii.gz,data/tb5_038_2884_1_16777217-128x128x64-msk.nii.gz
data/tb1_011_1240_2_16777217-128x128x64.nii.gz,data/tb1_011_1240_2_16777217-128x128x64-msk.nii.gz
data/tb5_026_2034_2_16777217-128x128x64.nii.gz,data/tb5_026_2034_2_16777217-128x128x64-msk.nii.gz
data/tb1_063_5040_1_16777217-128x128x64.nii.gz,data/tb1_063_5040_1_16777217-128x128x64-msk.nii.gz
data/tb1_096_944_4_16777217-128x128x64.nii.gz,data/tb1_096_944_4_16777217-128x128x64-msk.nii.gz
data/tb1_006_11666_5_16777217-128x128x64.nii.gz,data/tb1_006_11666_5_16777217-128x128x64-msk.nii.gz
data/tb1_012_12494_3_16777217-128x128x64.nii.gz,data/tb1_012_12494_3_16777217-128x128x64-msk.nii.gz
data/tb1_089_8683_2_33554433-128x128x64.nii.gz,data/tb1_089_8683_2_33554433-128x128x64-msk.nii.gz
data/tb1_028_2107_1_16777217-128x128x64.nii.gz,data/tb1_028_2107_1_16777217-128x128x64-msk.nii.gz
data/tb1_026_1967_2_16777217-128x128x64.nii.gz,data/tb1_026_1967_2_16777217-128x128x64-msk.nii.gz
data/tb5_027_2122_1_16777217-128x128x64.nii.gz,data/tb5_027_2122_1_16777217-128x128x64-msk.nii.gz
data/tb5_075_6953_1_16777217-128x128x64.nii.gz,data/tb5_075_6953_1_16777217-128x128x64-msk.nii.gz
data/tb5_047_3373_1_16777217-128x128x64.nii.gz,data/tb5_047_3373_1_16777217-128x128x64-msk.nii.gz
data/tb5_073_67_1_16777217-128x128x64.nii.gz,data/tb5_073_67_1_16777217-128x128x64-msk.nii.gz
data/tb1_080_7682_1_16777217-128x128x64.nii.gz,data/tb1_080_7682_1_16777217-128x128x64-msk.nii.gz
data/tb5_025_2014_1_16777217-128x128x64.nii.gz,data/tb5_025_2014_1_16777217-128x128x64-msk.nii.gz
data/tb1_031_22_1_16777217-128x128x64.nii.gz,data/tb1_031_22_1_16777217-128x128x64-msk.nii.gz
data/tb1_075_6881_1_16777217-128x128x64.nii.gz,data/tb1_075_6881_1_16777217-128x128x64-msk.nii.gz
data/tb1_073_6717_1_16777217-128x128x64.nii.gz,data/tb1_073_6717_1_16777217-128x128x64-msk.nii.gz
data/tb5_011_12050_1_16777217-128x128x64.nii.gz,data/tb5_011_12050_1_16777217-128x128x64-msk.nii.gz
data/tb5_082_777_1_16777217-128x128x64.nii.gz,data/tb5_082_777_1_16777217-128x128x64-msk.nii.gz
data/tb5_013_12050_3_16777217-128x128x64.nii.gz,data/tb5_013_12050_3_16777217-128x128x64-msk.nii.gz
data/tb1_087_8456_3_16777217-128x128x64.nii.gz,data/tb1_087_8456_3_16777217-128x128x64-msk.nii.gz
data/tb5_024_195_1_16777217-128x128x64.nii.gz,data/tb5_024_195_1_16777217-128x128x64-msk.nii.gz
data/tb1_001_1001_1_33554433-128x128x64.nii.gz,data/tb1_001_1001_1_33554433-128x128x64-msk.nii.gz
data/tb5_021_1658_2_16777217-128x128x64.nii.gz,data/tb5_021_1658_2_16777217-128x128x64-msk.nii.gz
data/tb1_041_2764_1_16777217-128x128x64.nii.gz,data/tb1_041_2764_1_16777217-128x128x64-msk.nii.gz
data/tb1_016_1330_1_16777217-128x128x64.nii.gz,data/tb1_016_1330_1_16777217-128x128x64-msk.nii.gz
data/tb5_090_7962_3_0-128x128x64.nii.gz,data/tb5_090_7962_3_0-128x128x64-msk.nii.gz
data/tb1_100_9589_1_16777217-128x128x64.nii.gz,data/tb1_100_9589_1_16777217-128x128x64-msk.nii.gz
data/tb5_095_8612_1_16777217-128x128x64.nii.gz,data/tb5_095_8612_1_16777217-128x128x64-msk.nii.gz
data/tb5_078_73_2_16777217-128x128x64.nii.gz,data/tb5_078_73_2_16777217-128x128x64-msk.nii.gz
data/tb1_027_2042_1_16777217-128x128x64.nii.gz,data/tb1_027_2042_1_16777217-128x128x64-msk.nii.gz
data/tb5_041_3036_1_16777217-128x128x64.nii.gz,data/tb5_041_3036_1_16777217-128x128x64-msk.nii.gz
data/tb5_058_438_3_16777217-128x128x64.nii.gz,data/tb5_058_438_3_16777217-128x128x64-msk.nii.gz
data/tb1_093_910_3_16777217-128x128x64.nii.gz,data/tb1_093_910_3_16777217-128x128x64-msk.nii.gz
data/tb5_068_5813_1_16777217-128x128x64.nii.gz,data/tb5_068_5813_1_16777217-128x128x64-msk.nii.gz
data/tb1_010_12328_1_16777217-128x128x64.nii.gz,data/tb1_010_12328_1_16777217-128x128x64-msk.nii.gz
data/tb1_025_1930_1_16777217-128x128x64.nii.gz,data/tb1_025_1930_1_16777217-128x128x64-msk.nii.gz
data/tb1_078_7259_1_16777217-128x128x64.nii.gz,data/tb1_078_7259_1_16777217-128x128x64-msk.nii.gz
data/tb1_002_10064_1_33554433-128x128x64.nii.gz,data/tb1_002_10064_1_33554433-128x128x64-msk.nii.gz
data/tb5_083_777_2_16777217-128x128x64.nii.gz,data/tb5_083_777_2_16777217-128x128x64-msk.nii.gz
data/tb1_040_2682_1_16777217-128x128x64.nii.gz,data/tb1_040_2682_1_16777217-128x128x64-msk.nii.gz
data/tb5_015_14194_1_16777217-128x128x64.nii.gz,data/tb5_015_14194_1_16777217-128x128x64-msk.nii.gz
data/tb1_005_11092_1_16777217-128x128x64.nii.gz,data/tb1_005_11092_1_16777217-128x128x64-msk.nii.gz
data/tb5_070_5900_2_33554433-128x128x64.nii.gz,data/tb5_070_5900_2_33554433-128x128x64-msk.nii.gz
data/tb1_095_9304_1_16777217-128x128x64.nii.gz,data/tb1_095_9304_1_16777217-128x128x64-msk.nii.gz
data/tb1_082_7834_1_16777217-128x128x64.nii.gz,data/tb1_082_7834_1_16777217-128x128x64-msk.nii.gz
data/tb5_036_2873_1_16777217-128x128x64.nii.gz,data/tb5_036_2873_1_16777217-128x128x64-msk.nii.gz
data/tb5_092_8239_1_16777217-128x128x64.nii.gz,data/tb5_092_8239_1_16777217-128x128x64-msk.nii.gz
